
1	60	45
1	75	94
1	90	98
1	105	81

1.1	60	106
1.1	105	58
1.1	120	46

1.2	45	109
1.2	120	68

1.3	45	95
1.3	135	31

1.4	30	29
1.4	45	43
1.4	135	36

1.5	30	25
1.5	135	27








