2.56951e+06		23.044		251.737		0		0		0.25		0.75		0.5		0.25		29037		44.9575		56.0675		1.5275
2.57751e+06		23.516		251.618		0.25		0		0.25		1.75		0.5		0.25		29222.2		44.4625		56.51		1.545
2.58551e+06		23.987		251.497		0		0		0.25		0		0		0		29408.2		43.97		56.9525		1.5575
2.59351e+06		24.459		251.377		0		0.25		0		0.25		0		0		29594.1		43.49		57.39		1.5725
2.60151e+06		24.93		251.256		0		0.5		0		0.25		0.25		0		29779.9		43.01		57.815		1.5875
2.60951e+06		25.402		251.133		0		0.25		0		1		0.5		0		29964.5		42.5425		58.25		1.605
2.61751e+06		25.873		251.011		0		0.25		0.5		1		0		0		30149.6		42.075		58.67		1.62
2.62551e+06		26.3442		250.887		0		0.5		0.5		2.5		1.5		0.5		30334.7		41.615		59.0925		1.6375
2.63351e+06		26.8155		250.763		0		0		0		1.25		0.75		0.25		30518.7		41.1625		59.5075		1.655
2.64151e+06		27.2865		250.638		0.25		0.25		0		1.75		0		0		30702.4		40.7175		59.9225		1.675
2.64951e+06		27.7575		250.513		0.25		0		0.5		1.75		0.5		0.25		30886.3		40.275		60.3275		1.69
2.65751e+06		28.2285		250.386		0.25		0		0		2.5		1		0.75		31068.8		39.8375		60.7375		1.71
2.66551e+06		28.6993		250.259		0.25		0.5		0.25		2.5		1.25		0.5		31251.4		39.41		61.1325		1.73
2.67351e+06		29.1698		250.131		0		0		0.5		2.75		1		0.75		31433.4		38.9875		61.535		1.75
2.68151e+06		29.6405		250.002		0		0.25		0		1.25		0.25		0.25		31614.1		38.5675		61.9275		1.77
2.68951e+06		30.1108		249.872		0.25		0.25		0.75		3.25		0.75		0.25		31794.8		38.1575		62.3175		1.79
2.69751e+06		30.5815		249.741		0.25		0		0.5		2.75		1.5		0.5		31974.2		37.7475		62.7		1.8125
2.70551e+06		31.0515		249.609		0		0.75		0.25		2.25		0.75		0		32153.5		37.3475		63.09		1.835
2.71351e+06		31.522		249.477		0		0.25		0.25		2		1		0.5		32331.2		36.9475		63.465		1.86
2.72151e+06		31.992		249.343		0		0.25		0		2.75		1.25		0.75		32508.6		36.555		63.8375		1.88
2.72951e+06		32.462		249.209		0		0		0.25		3		0.75		0.25		32685		36.17		64.2125		1.9075
2.73751e+06		32.932		249.073		0		0		0.25		7.25		1.25		0.25		32860.1		35.7875		64.5825		1.93
4.66551e+06		31.6838		72.194		0		0		0.25		0.75		0.75		0.75		32850.8		42.965		131.6		1.3275
4.67351e+06		31.2148		72.0615		0		0		0		0.25		0.25		0		32669.2		43.6275		132.268		1.315
4.68151e+06		30.7455		71.9295		0.25		0		0		0.5		0.5		0.5		32487.5		44.295		132.945		1.305
4.68951e+06		30.2762		71.7988		0		0		0		0.75		0.75		0.5		32305.9		44.975		133.63		1.2925
4.69751e+06		29.807		71.6685		0		0		0		0.25		0.25		0.25		32124.4		45.66		134.32		1.2825
4.70551e+06		29.3375		71.5395		0		0.25		0		0.25		0.25		0		31943.2		46.36		135.027		1.27
4.71351e+06		28.868		71.4113		0		0.25		0		0.25		0		0		31762.2		47.0675		135.74		1.26
4.72151e+06		28.3983		71.284		0		0.25		0.25		0.5		0.5		0.5		31581.8		47.785		136.462		1.25
4.72951e+06		27.9285		71.1575		0		0		0		0.25		0.25		0		31402		48.515		137.195		1.24
4.73751e+06		27.4588		71.0318		0		0		0		1.25		1.25		0.5		31222.7		49.2525		137.94		1.23
4.74551e+06		26.989		70.9068		0.25		0		0.25		0.25		0.25		0.25		31044.2		50.0025		138.69		1.2225
4.75351e+06		26.519		70.7825		0		0.25		0.25		0.5		0.5		0		30866.6		50.76		139.45		1.215
4.76151e+06		26.049		70.6592		0.5		0		0.25		0.25		0		0		30689.8		51.53		140.225		1.205
4.76951e+06		25.5787		70.5365		0		0		0.25		0.25		0.25		0.25		30514.2		52.31		141.005		1.1975
4.77751e+06		25.1085		70.4145		0		0		0		0.25		0.25		0.25		30339.8		53.1		141.8		1.19
4.78551e+06		24.6385		70.2933		0		0		0.25		0.25		0.25		0.25		30166.6		53.9		142.603		1.18
4.79351e+06		24.168		70.1722		0		0.25		0		0.5		0.25		0.25		29994.8		54.715		143.413		1.1725
4.80151e+06		23.6975		70.052		0.25		0		0		0		0		0		29824.6		55.54		144.235		1.1675
4.80951e+06		23.227		69.933		0		0		0		0.25		0		0		29655.6		56.375		145.065		1.16
4.81751e+06		22.7565		69.814		0		0		0		0.5		0.5		0.25		29487.7		57.2175		145.905		1.155
4.82551e+06		22.2857		69.696		0		0.25		0.25		0.5		0.25		0		29322.7		58.075		146.76		1.15
4.83351e+06		21.8153		69.578		0.25		0		0		0.25		0.25		0.25		29159.7		58.9425		147.622		1.14
7.33751e+06		-53		247.386		0.25		0.25		0.75		433.5		74		6.25		30371.8		157.375		73.55		2.1775
7.34551e+06		-52.542		247.157		0.25		0		0.25		343.5		58.25		3.25		30270.1		157.095		73.255		2.15
7.35351e+06		-52.084		246.931		0.25		0.5		0.25		319.5		34.625		3.75		30167.6		156.815		72.95		2.1225
7.36151e+06		-51.6253		246.71		0.5		0		0.75		291.5		23.5		0.75		30064.3		156.53		72.6525		2.0975
7.36951e+06		-51.1665		246.492		0		0.25		0.25		252.5		28.625		0.25		29960.1		156.24		72.345		2.07
7.37751e+06		-50.707		246.277		0.5		0		0.5		185.5		25.375		0		29854.8		155.943		72.035		2.045
7.38551e+06		-50.2475		246.066		0		0.25		0.75		134.25		16		0.5		29749.5		155.647		71.725		2.0225
7.39351e+06		-49.7875		245.859		0.25		0		0.25		99.75		9.5		0.25		29643.1		155.342		71.415		1.9975
7.40151e+06		-49.3272		245.655		0		0.25		0		80.125		7.25		1.5		29536		155.037		71.09		1.9725
