2.74551e+06		33.4015		248.936		0		0.25		0.75		4.25		1.25		0		33034.6		35.4075		64.945		1.9575
2.75351e+06		33.871		248.798		0.5		0		1.25		11.5		1.75		0.25		33207.8		35.0375		65.31		1.9825
2.76151e+06		34.3408		248.659		0		0.5		0		14.75		2.25		1.5		33380.2		34.665		65.665		2.01
2.76951e+06		34.81		248.518		0.25		0		0.25		17.75		2		0.5		33551.6		34.3025		66.0225		2.0375
2.77751e+06		35.2793		248.377		0.25		0		0.25		22.25		1.75		0.25		33721.1		33.9425		66.3725		2.0675
2.78551e+06		35.7482		248.234		0		0.75		1		23.5		1.75		0		33890.1		33.5875		66.7225		2.095
2.79351e+06		36.2173		248.09		0.25		0		0.25		31.75		2		0		34057.5		33.2375		67.0675		2.1275
2.80151e+06		36.686		247.944		0.5		0		0.25		44.5		3.5		0.5		34223.6		32.89		67.41		2.1575
2.80951e+06		37.1547		247.798		0.25		0.5		0.5		46.5		1.75		0		34388.4		32.5475		67.755		2.19
4.47351e+06		42.903		75.762		0		0		0		0.5		0.25		0		36982.8		29.695		118		1.7475
4.48151e+06		42.4375		75.595		0.25		0.25		0		1.25		1.25		1.25		36825		30.16		118.485		1.7225
4.48951e+06		41.9715		75.43		0		0.25		0.25		0.75		0.5		0.25		36666		30.6325		118.978		1.7
4.49751e+06		41.5055		75.2668		0		0.25		0.25		1		1		1		36506.1		31.11		119.475		1.6775
4.50551e+06		41.039		75.1055		0		0		0		0.25		0.25		0.25		36343.3		31.5975		119.98		1.6575
4.51351e+06		40.5728		74.946		0		0		0.25		1.25		1		0.5		36178.9		32.095		120.495		1.635
4.52151e+06		40.1063		74.7882		0		0.75		0.5		2		2		1.25		36014.7		32.5925		121.012		1.615
4.52951e+06		39.6393		74.632		0		0		0.25		0.25		0		0		35847.3		33.1025		121.535		1.595
4.53751e+06		39.1727		74.4775		0.25		0		0.5		1.25		1		0.75		35678.6		33.6175		122.067		1.575
4.54551e+06		38.7055		74.325		0		0.5		0.5		0		0		0		35509.7		34.1375		122.605		1.555
4.55351e+06		38.2385		74.1732		0		0		0		1		0.25		0.25		35338.8		34.6725		123.15		1.535
4.56151e+06		37.771		74.0235		0.25		0.25		0		0.25		0.25		0.25		35166.2		35.2075		123.702		1.52
4.56951e+06		37.3035		73.8753		0		0		0.5		0.75		0.5		0.5		34992.5		35.7575		124.26		1.5
4.57751e+06		36.8358		73.728		0		0		0		1		1		0.5		34819.4		36.31		124.83		1.485
4.58551e+06		36.3685		73.5825		0		0.25		0		0.25		0		0		34643.6		36.875		125.405		1.4675
4.59351e+06		35.9005		73.438		0		0		0.25		1		1		0.75		34466.9		37.4425		125.987		1.455
4.60151e+06		35.4325		73.2952		0		0.25		0		0.5		0.5		0.25		34289.4		38.025		126.58		1.4375
4.60951e+06		34.9645		73.1535		0.25		0.5		0.5		0		0		0		34112.2		38.6075		127.175		1.4225
4.61751e+06		34.4958		73.0135		0		0		0.25		0.25		0.25		0.25		33933.6		39.205		127.785		1.4075
4.62551e+06		34.0275		72.8737		0.25		0.25		0		0.75		0.5		0.25		33754		39.815		128.4		1.3925
4.63351e+06		33.559		72.7355		0		0		0		0.75		0.75		0.75		33573.8		40.42		129.022		1.3775
4.64151e+06		33.0905		72.599		0		0.75		0.5		0		0		0		33393.2		41.0475		129.652		1.365
4.64951e+06		32.6215		72.463		0		0		0.25		0		0		0		33212.2		41.6775		130.292		1.3525
4.65751e+06		32.1527		72.328		0		0.25		0		0.25		0.25		0.25		33032.3		42.3175		130.943		1.3375
8.92951e+06		40.4555		221.456		0		0.25		0.25		10.5		4.5		0.5		33015.8		35.2225		67.205		2.045
