

1.1	45	54
1.1	120	62

1.2	45	62
1.2	120	46
1.2	135	25

1.3	45	27
1.3	135	32

1.4	30	28
1.4	135	22

1.5	30	45
1.5	135	24

1.6	30	52

1.7	30	50

1.8	30	40

1.9	30	29




