
1	75	65
1	90	71

1.1	60	144
1.1	75	106
1.1	90	68
1.1	105	95

1.2	45	51
1.2	60	68
1.2	120	46

1.3	45	20
1.3	135	20

1.4	135	22

1.5	135	24

1.6	135	22

1.7	135	20






